RSI,ATR_Pct,Overext,RR,MomCons,VolSurge,RR_MomCons,RSI_Neutral,Risk_Score,Vol_Mom
0.040030435,-0.84653753,0.42991197,-0.038627945,-0.0432635,-0.08259578,-0.25743183,0.37221435,0.6331534,0.37174806
0.11074726,-0.43242756,-0.20071757,0.09252469,0.03329827,-0.49212733,-0.21845773,0.24674326,-0.25030765,0.21087746
0.10155,0.3714027,0.056226112,-0.08568631,-0.034758028,0.08860149,-0.22584842,0.4133131,-0.11703017,-1.3881007
-0.22866923,-1.0324616,-0.26613414,-0.10560973,0.019592974,-0.07470026,0.059312824,-0.23897408,-1.1656495,-0.2243507
0.49713957,-1.7387818,-0.024739832,0.05163608,-0.15387456,0.0012352131,-0.106360145,-0.6071395,0.62076294,0.38352516
-0.3649418,-0.049486324,0.31701955,0.040825102,-0.104523785,-0.30723006,0.3362388,0.14477077,0.8673138,-0.0037145666
0.010182428,-0.28995714,-0.19061708,0.18163122,-0.035057854,0.31612045,-0.1975467,0.3638707,-0.4933013,0.16393797
-0.075848125,0.49371445,0.3085853,0.04955499,-0.047953203,0.114906065,-0.305965,0.3301601,0.11486105,0.07099129
0.43349457,0.84104407,-0.7081597,-0.28695038,-0.09311285,0.019889493,0.79130584,-0.5544405,0.79563856,-0.4232984
-0.15450749,-0.78258854,-1.164515,-0.035646893,0.0416487,-0.65048885,-0.09869689,-0.51648694,-0.62374216,-0.16651765
0.11609547,0.05808146,-0.10154877,-0.00411084,-0.036131047,0.16212615,0.47855452,0.1497826,0.10127715,-1.3380655
0.9704088,0.6149893,-0.94015014,-0.33661258,-0.097523436,0.43457535,0.7613773,-0.27980864,-0.43641695,0.37206787
-0.047188766,0.3411385,0.008457029,0.08998376,-0.027709857,0.12158941,0.36440608,-0.22465566,-0.053895894,-1.3911762
